canonical,variants,count
CORNELIS VAN POELENBURGH,CORNEILLE VAN POELENBOURG | CORNELIS POELEMBURGH | CORNELIS POELENBURG | CORNELIS POELENBURGH | CORNELIS VAN POELEMBURGH | CORNELIS VAN POELENBURG | CORNELIS VAN POELENBURGH | CORNELIS Van POELENBURG | CORNELIS Van POELENBURGH | CORNELIS van POELENBURG | CORNELIS van POELENBURGH | CORNELIUS VAN POELENBURGH | Cornelis van POELEMBURG | Cornelis van Poelemburgh,57
RIBOT,"RIBOT | RIBOT (T.) | RIBOT (TH.) | RIBOT, Th. | RIBOT,G.",57
Jan Weenix,JAN BAPT.WEENIX | JAN WEENIX | JAN WIERIX | Jan Bapt. Weenix | Jan WEENIx | Jan Weenix,57
Hans Best,HANS BEST | Hans Best | Hans Besta,57
FRITZ VON UHDE,FRITZ VON UHDE | FRITZ von UHDE | Frit von Uhde | Frit von uhde | Fritz von Uhde | Fritz von Ulhde,57
Michiel Jansz Mierevelt,MICHEL JANSZ VAN MIEREVELT | MICHEL JANSZOON MIEREVELT | MICHIEL JANSZ MIEREVELT | MICHIEL JANSZ VAN MIEREVELD | MICHIEL JANSZ. MIEREVELD | MICHIEL JANSZ. MIEREVELDT | MICHIEL JANSZ. MIEREVELT | MICHIEL JANSZE MIEREVELT | MICHIEL JANSZON MIREVELT | MICHIEL JANSZOON MIEREVELT | MICHIEL JANSZOON VAN MIEREVELD | MICHIEL JANSZOON VAN MIEREVELT | MICHIEL JAUSZ MIEREVELT | Michel Janszoon Mierevelt | Michiel Jansz Mierevelt | Michiel Jansz van MIEREVELD | Michiel Jansz van MIEREVELT | Michiel Jansz van Mierevelt | Michiel Jansze Miereveld | Michiel Jansze Mierevelt | Michiel Janszon Mierevelt | Michiel Janszoon Mierevelt | Michiel Janszoon van Mierevelt,56
David Ryckaert,DAVID RYCKAERT | DAVID RYCKAERT III | DAVID RYCKAERT d.J. | DAVID RYCKERT | David RYCKAERT | David Ryckaert | David Ryckaert III | David Ryckaert d. J. | David Ryckart | David Ryckert,56
CORNELIS DUSART,CORNELIS DU SAART | CORNELIS DUSART | CORNELIS STANGERUS | CORNELIUS DUSART | Cornelis DUSART | Cornelis Dusart,56
GIOVANNI BATTISTA TIEPOLO,GIOVANNI BAPT.TIEPOLO | GIOVANNI BATISTA TIEPOLO | GIOVANNI BATTISTA GIGLI | GIOVANNI BATTISTA GUERCINO | GIOVANNI BATTISTA MORONI | GIOVANNI BATTISTA PITTONI | GIOVANNI BATTISTA TIEPOLO | GIOVANNI-BATTISTA TIEPOLO | GIOVANNIBATTISTA MORONI | GIOVANNIBATTISTA TIEPOLO | GIOVANNIBATTISTATIEPOLO,56
WOUWERMAN,WOUVERMAN | WOUVERMANS | WOUWERMAN | WOUWERMANN | WOUWERMANS | Wouwerman,56
Carlo Maratti,CARLO MARATTA | CARLO MARATTI | CARLO WARATTI | Carl Maratti | Carlo MARATTI | Carlo Maratta | Carlo Maratti,56
PAUL MEYERHEIM,PAUL MEYERHEIM | PAUL MEyERHEIM | PAUL W. MEYERHEIM | PAUL W.MEYERHEIM | PAULMEYERHEIM | PAULMEyERHEIM | Paul Meyerheim,56
Carl Ebert,CarI Ebert | Carl Ebert | Karl Ebert,56
Wilhelm von Diez,WILHELM VONDIEZ | WILHELM von DIEZ | WILHELM von DIEz | WILHELMVONDIEZ | Wilhelm v. Diez | Wilhelm von DIEz | Wilhelm von Dietz | Wilhelm von Diez,56
DUPRE,DUPRE | Dupre,55
LAWRENCE,LAWRENCE | Lawrence,55
VIGNON,VIGNON,55
Georg Philipp Rugendas,GEORG PHILIPP RUGENDAS | GEORG PHILIPP RUGENDAS d.A. | Georg Phil. Rugendas | Georg Philip RUGENDAS | Georg Philip Rugendas | Georg Philipp Rugendas,55
Hans Makart,HANS MACKART | HANS MAKART | HANS MARKART | HANS MaKART | Hans MAKART | Hans Makart,55
WILHELM SCHREUER,WILHELM SCHEUCHZER | WILHELM SCHIRMER | WILHELM SCHMIDT | WILHELM SCHMURR | WILHELM SCHREUER | WILHELM SCHREYER | WILHELM SCHROTER | WILHELM SCHUTZE | Wilhelm SCHMETZ | Wilhelm Schade | Wilhelm Scheuchzer | Wilhelm Schirmer | Wilhelm Schitze | Wilhelm Schmet | Wilhelm Schmietz | Wilhelm Schmurr | Wilhelm Schreuer | Wilhelm Schroeter | Wilhelm Schube | Wilhelm Schuitze | Wilhelm Schulz | Wilhelm Schutze,55
BENJAMIN VAUTIER,BENJAMIN VAUTIER | Benjamin VAUTIER | Benjamin Vautier,55
Ludwig Willroider,Ludwig WILLROIDER | Ludwig Willroider,55
EGBERT VAN HEEMSKERK,EGBERT VAN HEEMSKERCK | EGBERT VAN HEEMSKERK | EGBERT VAN HEEMSKERK D.J. | EGBERT van HEEMSKERK | EGBERTVANHEEMSKERCK | EGBERTVANHEEMSKERK | Egbert Heemskerk | Egbert VAN HEEMSKERK | Egbert VAN HEEMSKERK d.J. | Egbert van Heemskerck | Egbert van Heemskerk | Egbert van Heemskerk d. A. | Egbert van Heemskerk d. J. | Egbert van Hemskerk,54
RAFFET,RAFFAEL | RAFFAELE MENGS | RAFFAELLE | RAFFAELLI | RAFFALK | RAFFET,54
BERGHEM,BERCH | BERCHEM | BERCHERE | BERGHEM | Berchem | Berchere,54
CALS,CALS,54
ANTOINE PESNE,ANTOINE PESNE | Antoine PESNE | Antoine Pesne,54
F.Halberg-Kraus,F.HALBERG KRAUS | F.HALBERG-KRAUS | F.HALBERG-KRAUSS | F.HALBERGKRAUS | F.HALBERGKRAUSS | F.Haiberg-KrauB | F.Halberg Kraus | F.Halberg-Krau | F.Halberg-KrauB | F.Halberg-Krauf | F.Halberg-Krauh | F.Halberg-Kraus | F.Halberg-Krauss | F.Hallberg-Kraus | F.Jalberg-Kraus,54
VAN LOO,VAN HOOM | VAN HOOMt | VAN LOO | VAN POL | VAN TOOL | Van LOO | van Loo,53
ADAM ELSHEIMER,ADAM ELSHEIIMER | ADAM ELSHEIMER | ADAM ELZHEIMER | ADAMELSHEIMER | Adam ELSHEIMER | Adam Eisheimer | Adam Elsheimer | Adam Elzheimer,53
Rosa di Tivoli,ROSA DI TIVOLI | ROSA di TIVOLI | Rosa di Civoli | Rosa di Tipolip | Rosa di Tivoli | Rose di Tivoli,53
ANNIBALE CARRACCI,ANNIBAL CARRACCI | ANNIBALE CARACCI | ANNIBALE CARRACCI | ANNIBALECARRACCI | Annibale Caracci | Annibale Carracci | Annibale Carraci | Annibale Garacci,53
COYPEL,COYPEL | CoyPEL,53
Caspar Netscher,CASP. NETSCHER | CASPAR NETSCHER | Caspar NETSCHER | Caspar Netscher | Caspard Netscher,53
LUDWIG WILLROIDER,LUD WIG WILLROIDER | LUDWIG WILLROIDER | LUDWIGWILLROIDER,53
Otto Gebler,OTTO BLEICHER | OTTO GEBLER | OTTO GELENG | Otto Gebler,53
Otto Scheuerer,OTTO SCHEUERER | OTTO SCHOLDERER | Otto SCHEUERER | Otto SCHOLDERER | Otto Scheuerer | Otto Scheurer | Otto Schieuerer | Otto Scholderer | Otto Sdheuerer,53
LUCA GIORDANO,LUC GIORDANO | LUCA GIORDANO | LUCAS GIORDANO | Luca GIORDANO | Luca Giordanno | Luca Giordano | Lucas Giordano,52
GERARD TERBORCH,GERAERT TERBORCH | GERARD TER BORCH | GERARD TER-BORCH | GERARD TERBORCH | GERARD TERBORCK | GERARD TERBORGH | GERARD ter BORCH | GERARDTERBORGH | GERHARD TERBORCH | GERHARD TERBORG | GERHARD TERBORGH,52
ABRAHAM STORCK,ABRAHAM STORCK | ABRAHAM STORK | Abraham Storck | Abraham Storck d. A. | Abraham Stork | Abraham v. Stork,52
TINTORETTO,TINTORET | TINTORETO | TINTORETTO | Tintoretto,52
Claude Joseph Vernet,CLAUDE JOSE VERNET | CLAUDE JOSEF VERNET | CLAUDE JOSEPH VERNET | CLAUDE JOSEPHE VERNET | CLAUDE VERNET | CLAUDE-JOSEF VERNET | Claude Jos. Vernet | Claude Josef Vernet | Claude Joseph VERNET | Claude Joseph Vernet | Claude Vernet | Claude-Joseph VERNET | Claude-Joseph Vernet,52
Rachel Ruysch,RACHEL RUIJSCH | RACHEL RUISCH | RACHEL RUYSCH | Rachel Ruijfch | Rachel Ruijich | Rachel Ruijifch | Rachel Ruijsch | Rachel Ruysch,52
GOVAERT FLINCK,GAVAERT FLINCK | GOVAERT FINCK | GOVAERT FLINCK | GOVAERT FLINK | GOVERT FLINCK | GOVERT FLINK | Govaert Flinck | Govaert Flink | Govart Flinck | Goverf Flinck | Govert Flinck | Govert Flink | Gowaert Flinck,52
JEAN BAPTISTE MONNOYER,JEAN BAPTIST REGNAULT | JEAN BAPTISTE | JEAN BAPTISTE ARTHUR CALAME | JEAN BAPTISTE BOSSCHAERT | JEAN BAPTISTE CHARDIN | JEAN BAPTISTE FAUVELET | JEAN BAPTISTE GUYOT DUBUISSON | JEAN BAPTISTE HUET | JEAN BAPTISTE ISABEY | JEAN BAPTISTE JSABEY | JEAN BAPTISTE LAMBRECHTS | JEAN BAPTISTE LEROY | JEAN BAPTISTE MADOU | JEAN BAPTISTE MAES | JEAN BAPTISTE MARTIN | JEAN BAPTISTE MOLE | JEAN BAPTISTE MONNOYER | JEAN BAPTISTE NATTIER | JEAN BAPTISTE OUDRY | JEAN BAPTISTE OUDRy | JEAN BAPTISTE PIERRE | JEAN BAPTISTE REGNAULT | JEAN BAPTISTE S.CHARDIN | JEAN BAPTISTE SANTERRE | JEAN BAPTISTE VAN LOO | JEAN BAPTISTE VAN MOER | JEAN-BAPTISTE,52
HUBERT ROBERT,HUBERT ROBERT | HUBERT-ROBERT | Hubert ROBERT | Hubert Robert | Hubert-Robert,52
PERRONNEAU,B.PERONNEAU | PERONNAUD | PERRONEAU | PERRONNEAU,52
JANINET,JANINET | JANINET (F) | JANINET (F.) | JANINET(F.) | JANINET(FR.),52
Desire Thomassin,DESIRE THOMASSIN | DESIREE THOMASSIN | Desire R.Thomassin | Desire THOMASSIM | Desire THOMASSIN | Desire THoMAssIN | Desire Thomasin | Desire Thomassin | Desiree Thomassin | DesirÃ© Thomassin,52
Gotthard Kuehl,GOTTHARD KUEHL | GOTTHARD KUHL | GOTTHARDKUEHL | GOTTHARDKUHL | GOTTHARDT KUEHL | GOTTHART KUEHL | Gotthard Kuehl | Gotthard Kuhl | Gotthard Kuihl | Gotthard KÃ¼hl | Gotthardt Kichl | Gotthardt Kuehl | Gotthardt Kuhl,52
AART VAN DER NEER,AART VAN DER NEER | AART van der NEER | AAST VAN DER NEER | Aart van der Neer | Aart yan der Neer,51
VELDE,VELD | VELDE,51
TAUNAY,TAUNAY | TAUNAY (NIC.),51
Anton Braith,Anton Braith | Anton Braitlh,51
TIZIANO VECELLIO,"TIZIANO VECELLI | TIZIANO VECELLI DA CADORE | TIZIANO VECELLIO | TIZIANO VECELLIO DI CADORE | TIZIANO VEGELLIO | TIZIANO VERCELLI | TIZIANO,VECELLIO | TIZIANO-VECELLIO | TIZIANOVECELLIO",50
CORREGGIO,COREGGIO | CORREGGIO | Correggio,50
ANTONIO CANALE,ANTONIO CANAL | ANTONIO CANALE | ANTONIO da CANALE | Antonio CANALE | Antonio Canal | Antonio Canale | Antonio Da Canale,50
ANDREAS SCHELFHOUT,ANDREAS SCHELFFHOUT | ANDREAS SCHELFHOUT | ANDREAS SCHUCH | Andreas SCHELFH0UT | Andreas Schelfhout | Andreas Schelihout,50
MONNIER,MONNIER | MONNOYER,50
DYCK,DYCK | DYK,50
LUDWIG KNAUS,LUDWIG KATH | LUDWIG KNAUS | LUDWIG PUTZ | LUDWIG RADERSt | LUDWIG SKRAMSTAD,50
FROMENTIN,FROMENTIN | FROMENTIN (EUGENE) | FROMENTIN (Eugene) | FROMENTIN E.,50
DIAZ,"DIAZ | DIAZ (N.) | DIAZ(N.) | DIAZ, N.",50
MALLET,MALLET | Mallet,50
PH.WOUWERMAN,PH. WOUVERMAN | PH. WOUWERMAN | PH.WOUVERMAN | PH.WOUVERMANS | PH.WOUWERMAN | PH.WOUWERMANN | PH.WOUWERMANS | Ph. Wouverman | Ph. Wouvermann | Ph. Wouvermans | Ph. Wouwerman | Ph. Wouwermann | Ph. Wouwermanns | Ph. Wouwermans | Ph.Wouvermann | Ph.Wouwerman,49
CUYP,"CUYP | CUYP (A.) | Cuyp | Cuyp, A. | cuyP",49
CLODION,CLODION | Clodion,49
TASSAERT,TASSAERT | TASSAERT (O.),49
Januarius Zick,JANARIUS ZICK | JANUARIUS ZICK | Jannarius Zick | Januaris Zick | Januarius Zick,49
Carl Jutz,CARL JUTZ | CARL JUTZ SEN. | CARL JUTZ jun. | CARL JUTZ sen. | Carl Jut | Carl Jutz | Carl Jutz jun. | Carl Jutz senior,49
EDUARD GRUTZNER,EDUARD GARTNER | EDUARD GRUTZNER | EDUARD GRuTZNER | Eduard Gartner | Eduard Griitzner | Eduard Grisner | Eduard Gritzner | Eduard Grubner | Eduard Grukner | Eduard Grutner | Eduard v. Gritzner | Eduard v. Grutner,49
WALTER LEISTIKOW,WALTER LEISTIK0W | WALTER LEISTIKOW | WALTERLEISTIKOW | WALTHER LEISTIKOW | Walter Leistikcw | Walter Leistikow,49
Gilbert von Canal,GILBERT VON CANAL | GILBERT von CANAL | GILBERTVON CANAL | Gilbert pon Canal | Gilbert v. Canal | Gilbert von Canal,49
Horst Hacker,HORST HACKER | Horst Hacker | Horst-Hacker,49
JACOB RUISDAEL,JACOB RUISDAEL | JACOB RUYSDAEL | JAKOB RUISDAEL | JAKOB RUYSDAEL | Jacob RUISDAEL | Jacob Ruisdael | Jacob Ruysdae! | Jacob Ruysdael | Jakob Ruisdael | Jakob Ruysdael,48
PILLEMENT,J.Pillement | PILLEMENT | PILLLEMENT | V.PILLEMENT,48
BONNAT,BONNARD | BONNART | BONNAT | BONNET,48
FORAIN,FORAIN | FORAIN (L.),48
RODIN,RODIN | ROUDIEL | Roudin,48
Wilhelm von Kaulbach,WILHEIM VON KAULBACH | WILHELM V0N KAULBACH | WILHELM VON KAULBACH | WILHELM von KAuLBACH | WILHELMVON KAULBACH | WILHELMVONKAULBACH | Wilhelm Don Kaulbach | Wilhelm VON KAULBACH | Wilhelm v. Kaulbach | Wilhelm v.Kaulbach | Wilhelm von KAULBACH | Wilhelm von Kanlbach | Wilhelm von Kaulbach,48
WILHELM LEIBL,WILHELM LEIBL | WILHELMLEIBL | Wilhelm Bille | Wilhelm Leibl,48
Peter Paul Rubens,Peter Paul Rubens | Pierre-Paul Rubens,47
OSWALD ACHENBACH,OSWALD ACHENBACH | OSWALDACHENBACH,47
BROWN,"BROWN | BROWN, A. K. | Brown",47
Hermann Kauffmann,HERMANN KAUFFMANN | HERMANN KAUFFMANN JR. | HERRMANN KAUFFMANN | Hermann KAUFFMANN | Hermann Kauffmann | Hermann Kauffmann jun. | Hermann Kaufmann | Herrmann Kauffmann jr.,47
Jan van de Velde,JAN VAN DE SANDE | JAN VAN DE VELDE | JAN VAN DEN HOECK | JAN VAN DEN HOECKE | JAN VAN DER BEUT | JAN VAN DER HAGEN | JAN VAN DER HEIJDE | JAN VAN DER HEYDE | JAN VAN DER HEYDEN | JAN VAN DER MEER | JAN VAN DER MEIRE | JAN VAN DERHEYDE | Jan van de Velde | Jan van den Hecke | Jan van den Hoeck | Jan van den Hoecke | Jan van der HEYDEN | Jan van der Heyde | Jan van der Heyden | Jan van der Meer | Jan van der Neer,46
NICOLAES MAES,NICOLAAS MAAS | NICOLAAS MAES | NICOLAES MAES | NICOLAS MAAS | Nicolaas maes | nicolaas maes,46
DIAZ DE LA PENA,DIAZ DE LA PENA | DIAZ DE LA PENA (N.) | DIAZ DELA PENA | DIAZDE LA PENA,46
VIGEE-LEBRUN,VIGEE LEBRUN | VIGEE-LE BRUN | VIGEE-LEBRUN | Vigee Lebrun,46
LOUIS DOUZETTE,LOUIS DOUZETTE | LOUIS HOGUET | LOUIS LUZETTE | Louis BOTTEE | Louis Douzette,46
JOHANN ROTTENHAMMER,JOHANN ROTTENHAMMER | JOHANNROTTENHAMMER | Johann Rottenhamer | Johann Rottenhammer,46
MAX KLINGER,MAX KLINGER | MAXKLINGER | Max Klinger,46
Hans Eisele,Hans Eisele,46
POURBUS,POURBUS | Pourbus,45
Egbert van der Poel,EGBERT L.VAN DER POEL | EGBERT VAN DER PEL | EGBERT VAN DER POEL | Egberf van der Poel | Egbert VAN DER P0EL | Egbert VAN DER POEL | Egbert van der Poel,45
Quirin Brekelenkamp,QUIRIJN BREKELENKAM | QUIRIJN G.v.BREKELENKAM | QUIRIN BRECKELENKAM | QUIRIN BREKELENKAM | QUIRIN BREKELENKAMP | QUIRINBREKELENKAM | QUIRJN BREKELENKAM | QUIRYN BREKELENKAM | QUIRYNG BREKELENKAM | Quirijn Brekelenkam | Quirin Brekelenkam | Quirin Brekelenkamp | Quiringh Brekelenkam,45
WILLEM KALF,WILHELM KALB | WILHELM KALF | WILLEM KALF | WILLEM KALFF | Wilhelm KALFF | Wilhelm Kalf | Willem KALF | Willem Kalf | Willem Kalff,45
TIZIAN,"TIZIAN | TIZIAN,(TIZIANO VECELLIO) | TIZIANO | Tizian | Tiziano",45
David Vinckebooms,Dav. Vinckeboons | David Vinck-Boons | David Vinckboons | David Vinckeboom | David Vinckebooms | David Vinckeboons | David Vinckenbooms | David Vinkboons,45
PIETER WOUWERMAN,PIETER WOUVERMANN | PIETER WOUWERMAN | PIETER WOUWERMANN | PIETERWOUWERMAN | Peter Wouvermann | Peter Wouwermans | Pieter Wouerman | Pieter Wouvermann | Pieter Wouvermans | Pieter Wouwerman | Pieter Wouwermann,45
Adolf Hengeler,ADOLF HENGELER | ADOLPH HENGELER | Adolf Hengeler | Adolph Hengeler,45
Ludwig Dill,Ludwig Dill | Ludwig von Dill,45
Frans Francken d. J.,FRANS FRANCKEN D.J. | FRANS FRANCKEN d. Ae. | FRANS FRANCKEN d. J. | FRANS FRANCKEN d.Aeltere | FRANS FRANCKEN d.J. | FRANS FRANKEN D.J. | FRANS FRANKEN d.I. | FRANZ FRANCKEN D. ALTERE | FRANZ FRANKEN d. J. | Frans FRANCKEN d.J. | Frans Francken H. | Frans Francken d. | Frans Francken d. A. | Frans Francken d. J. | Frans Francken d. g. | Frans Francken d. j. | Frans Francken d.J. | Frans Francken d.g. | Franz Francken d. J.,44
Gerard Dou,GERARD DOU | GERARD DOUFFET | Gerard DOU | Gerard DoU | Gerard Dou,44
GODFRIED SCHALCKEN,GODEFRIED SCHALCKEN | GODFRID SCHALCKEN | GODFRIED SCHALCKEN | GODFRIED SCHALKEN | Godefried Schalcken | Godefried Schalken | Godfried SCHALCKEN | Godfried Schalcken | Godfried Schalken | Godiried Schalcken,44
Tiziano Vecellio,"TIZIAN VECELLIO | Titian Vecellio | Tizian Vecelli | Tizian Vecellio | Tiziano Vecelli | Tiziano Vecellio | Tiziano, Vecellio",44
PAUL BRIL,PAUL BRIL | PAUL BRILL | PAULUS BRIL | PAULUS BRILL | Paul Bril | Paul Brill | Paulus Bril,44
BOUCHER (FRANCOIS),"BOUCHER (FRANCOIS) | BOUCHER (Francois) | BOUCHER FRANCOIS | BOUCHER(FRANCOIS) | BOUCHER(Francois) | BOUCHER,FRANCOIS | BOuCHER (Francois) | Boucher, Francois",44
DANLOUX,DALOU | DANLOUX,44
WILLE,WILLE | WILLEMS | WILLETTE,44
MONET,MONET | MONNET | Monet,44
Oswald Achenbach,Oswald ACHENBACH | Oswald Achenbach,44
Robert Beyschlag,ROBERT BEYSCHLAG | Robert BEYSCHLAG | Robert Beyschlag,44
FRANZ SKARBINA,FRANZ SKARBINA | FRANZ SKARKINA | FRANZSKARBINA | Franz Skarbina,44
Rudolf Guba,Rud. Guba | Rudolf Guba,44
Jacques d'Arthois,JACQUES ARTHOIS | JACQUES D' ARTHOIS | JACQUES D'ARTHOIS | JACQUES D'ARTOIS | JACQUES d'ARTHOIS | Jacques Arthois | Jacques d'Arthois | Jacques d'Artois | Jacques dArthois | Jacques dArtois | Jaques d'Artois,43
ADRIAEN VAN DE VELDE,ADRIAAEN VAN DE VELDE | ADRIAEN VAN DE VELDE | ADRIAEN VAN DE VENNE | ADRIAEN VAN DER NEER | ADRIAEN VAN DER VELDE | ADRIAEN VAN DER VENNE | ADRIAEN van de VELDE | ADRIAEN van der SPELT | Adriaaen van de Velde | Adriaen VAN DE VELDE | Adriaen van de VELDE | Adriaen van de Velde | Adriaen van de Venne | Adriaen van der Velde | Adriaen van der Venne,43
Jusepe de Ribera,JUSEP DE RIBERA | JUSEPE DE RIBERA | JUSEPE de RIBERA | JUSEPPE DE RIBERA | Jufepe de Ribera | Juiepe de Ribera | Julepe de Ribera | Jusepe de Ribera | Jusepe de Ribera (Spagnoletto),43
HOIN,HOIN,43
Julius Adam,JULIUS ADAM | Julius ADAM | Julius Adam | Julius Adam senior,43
EUGEN BRACHT,EUGEN BRACHT | EUGENBRACHT | Eugen Bracht,43
LUCAS VAN UDEN,LUCAS VAN UDEN | LUCAS van UDEN | LUKAS VAN UDEN | Lucas VAN UDEN | Lucas van Uden | Lucas van Uhden | Lukas van UDEN,42
CLOUET,CLOUET | CLOUET (J.) | CLOUET J. | Clouet,42
GUERCINO,GUERCHIN | GUERCINO | GUERIN | Guercino,42
MANET,MANCERT | MANET | MANETTE | Manet,42
ROSA BONHEUR,ROSA BONHEUR | Rosa BONHEUR | Rosa Bonheur,42
Joachim Franz Beich,Joach. Franz Beich | Joachim Beich | Joachim Fr. Beich | Joachim Franz BEIcH | Joachim Franz Beich,42
Adolf Lier,Adolf LIER | Adolf Liben | Adolf Lier | Adolf Muiller | Adolf fier,42
Rudolf Epp,RUDOLF EPP | RUDOLPH EPP | Rudolf Epp | Rudolf epp | Rudolph Epp,42
Josef Wenglein,Josef Wenglein | Joseph Wenglein,42
Angelo Jank,ANGELO JANK | Angelo Jank,42
Eduard von Gritzner,EDUARD VON GRUTZNER | Eduard von Engerth | Eduard von Griitner | Eduard von Griitzner | Eduard von Grikner | Eduard von Gritner | Eduard von Gritzner | Eduard von Gruitzner | Eduard von Grutner | Eduard von Grutzner | Eduard von GrÃ¼tzner,42
KAREL DU JARDIN,KAREL DU JARDIN | KAREL du JARDIN | KareI DU JARDIN | KareI DUJARDIN | Karel Du Jardin | Karel du JARDIN | Karel du Jardin,41
ADAM PYNACKER,ADAM PIJNACKER | ADAM PYNACKER | ADAM PYNAKER | Adam PIJNAcKER | Adam Pijnacker | Adam Piynacker | Adam Pynacker,41
Eugene Verboeckhoven,EUGENE JOSEF VERBOECKHOVEN | EUGENE JOSEPH VERBOECKHOVEN | EUGENE JOSEPH VERBOEKHOVEN | Eugene J. Verboeckhoven | Eugene Joseph Verboeckhoven | Eugene Joseph Verboekhoven | Eugene Josephe Verboekhoven | Eugene Verboeckhoven | Eugene Verboekhoven,41
BAUDOUIN,BAUDIN | BAUDOIN | BAUDOUIN | BEAUDOUIN,41
DEGAS,DEGAS | Degas,41
LA TOUR,LA TOUR | LA TOUR (DE) | LA TOUR (MAURICE-QUENTIN DE),41
Hans Holbein,HANS D.J. HOLBEIN | HANS HOLBEIN | HANS HOLBEIN D. J. | HANS HOLBEIN D.J. | HANS HOLBEIN d.Ae. | HANS HOLBEIN d.J. | Hans HOLBEIN | Hans HOLBEIN d.A. | Hans Holbein | Hans Holbein d. A. | Hans Holbein d. J.,41
ANGELIKA KAUFFMANN,ANGELICA KAUFFMANN | ANGELIKA KAUFFMANN | Angelica KAUFFMAN | Angelica Kauffman | Angelica Kauffmann | Angelica Kaufmann | Angelika KAUFFMANN | Angelika Kauffman | Angelika Kauffmann | Angelika Kaufmann,41
B.C.Koekkoek,B. C. KOEKKOEK | B. C. Koekkoek | B. C. Koekock | B.C. KOEKKOEK | B.C. Koekkoek | B.C. Koekock | B.C. Koekoek | B.C.KOECKKOCK | B.C.KOECKOCK | B.C.KOEKKOEK | B.C.KoeRoek | B.C.Koekkoek | B.C.Koekoek,41
JAN BRUEGHEL D.A.,JAN BREUGHEL d. J. | JAN BREUGHEL d.A. | JAN BRUEGHEL D. A. | JAN BRUEGHEL D. J. | JAN BRUEGHEL D.A. | JAN BRUEGHEL D.J. | JAN BRUEGHEL d. ALTEREN | JAN BRUEGHEL d. Ae. | JAN BRUEGHEL d. Aelt | JAN BRUEGHEL d. J. | JAN BRUEGHEL d.1. | JAN BRUEGHEL d.I. | JAN BRUEGHEL d.J. | Jan BRUEGHEL d.Ae. | Jan Breughel d. Ae. | Jan Brueghel d. A. | Jan Brueghel d. Ae | Jan Brueghel d. Ae. | Jan Brueghel d. J. | Jan Brueghel d.A. | Jan Brueghel d.Aeltere,41
FRANZ SIMM,FRANZ SIMM | Franz Simm | Jran Simm,41
HEINRICH HEINLEIN,HEINRICH ASTER | HEINRICH DEITERS | HEINRICH GREBER | HEINRICH HEGER | HEINRICH HEINE | HEINRICH HEINLEIN | HEINRICH HUBNER | HEINRICH LEITNER | HEINRICH OHRING | HEINRICH STEINIKE | HEINRICH STELZNER | HEINRICH WEBER,41
Wilhelm Velten,WILHELM VELTEN | WILHELMVELTEN | Wilhelm VELTEN | Wilhelm Velten,40
GILLOT,GILLOT | GUILLON | GUILLOUX,40
SCHALL,SCHALL | SHALL,40
W.Velten,W. VELTEN | W. VESTEN | W. Velten | W.VELTEN | W.Velten | W.Velturn,40
ADOLF OBERLANDER,ADOLF OBERLAENDER | ADOLF OBERLANDER | ADOLF OBERMULLNER | ADOLF Oberlander | Adolf Oberlander | Adolf Oberlnder | Adolf OberlÃ¤nder | Adolf Obermillner | Adolf Obermullner,40
PHILIPP ROTH,PHILIPP ROETH | PHILIPP ROTH | Philipp ROTH | Philipp Roeth | Philipp.Roth,40
MAX SLEVOGT,MAX SLEVOGT | MAXSLEVOGT | Max Slevogt,40
KARL HAGEMEISTER,Carl Hagemeister | KARL HAGEMEISTER | KARLHAGEMEISTER | Karl Hagemeister,40
Andrea del Sarto,ANDRE DEL SARTO | ANDREA DEL SARTO | ANDREAE DEL SARTO | Andrea DEL SARTO | Andrea del Sardo | Andrea del Sarto,39
CORNELIS BEGA,CORNELIS BEGA | CORNELIS P.BEGA | CORNELIS Pz.BEGA | CORNELIUS BEGA | CorneliB Bega | Cornelib ega | Cornelis BEGA | Cornelis Bega,39
JEAN BAPTISTE GREUZE,JAN BAPTISTE GREUZE | JEAN BAPTISTE GREUZE | JEAN-BAPTISTE GREUZE | JEANBAPTISTE GREUZE,39
WILLEM CLAESZ HEDA,WILLEM CLAAS HEDA | WILLEM CLAASZ HEDA | WILLEM CLAES HEDA | WILLEM CLAESZ HEDA | WILLEM CLAESZ. HEDA | WILLEM CLAESZ.HEDA | Willem Claasz Heda | Willem Claesz Heda | Willem Claesz. Heda | Willem Claesz.Heda,39
CORNELIS DE HEEM,CORNELIS DE HEEM | CORNELIS de HEEM | CORNELIUS de HEEM | Cornclis de Heem | Cornelis DE HEEM | Cornelis de Heem | Cornelius de Heem,39
JAN LIEVENS,JAN LIEVENS | JAN LIEVENSZ | JAN LINS | JAN LIVENS | JAN LIVENSZ | JAN TILENS | JAN. LIVENSZ | Jan Lievens | Jan Livens | Jan Livensz,39
RICHARD BRAKENBURGH,RICHARD BRAKENBURG | RICHARD BRAKENBURGH | Richard Brackenburg | Richard Brackenburgh | Richard Brakenburg | Richard Brakenburgh,39
VALLIN,VALIN | VALLAIN | VALLIN | Vallin,39
GAVARNI,GAVARNI | GAVARNI (S.) | GAVARNI(S.) | Gavarni,39
