canonical,variants,count
ECOLE DE MICHEL-ANGE,ECOLE DE MICHEL-ANGE | Ecole de Michel-Ange,2
MANIERA DI CARBONE,MANIERA DI CARBONE | MANIERADI CARBONE,2
SCUOLA TEDESCA VERSO IL 1520,SCUOLA TEDESCA VERSO IL 1520,2
SCUOLA PIEMONTESE,SCUOLA PIEMONTESE,2
SCUOLA PADOVANA DEL SECOLO XVI,SCUOLA PADOVANA DEL SECOLO XVI | SCUOLA SPAGNOLA DEL PRINCIPIO DEL SECOLO XVII,2
PITTORE FIAMMINGO,PITTORE FIAMMINGO,2
Dordrecht,Dordrecht,2
Deauville,Deauville,2
Villers-sur-Mer,Villers-sur-Mer,2
ECOLES ITALIENNE & ESPAGNOLE,ECOLES ITALIENNE & ESPAGNOLE | ECOLES ITALIENNE ET ESPAGNOLE,2
Ecole de Lancret,ECOLE DE LANCRET | Ecole de Lancret,2
Ecole de Roslin,Ecole de Holbein | Ecole de Roslin,2
ECOLE de 1830,ECOLE DE 1830 | ECOLE de 1830,2
SANCHEZ COELLO,SANCHEZ COELLO,2
NICOLAS MIGNARD,MIGNARD | NICOLAS MIGNARD,2
ECOLE DE PARIS,ECOLE DE MADRID | ECOLE DE PARIS,2
JORDAENS (Ecole de JAcQUEs),JORDAENS (Ecole de JAcQUEs) | JORDAENS (Schule),2
POUSSIN (Ecole de NIcoLAs),POUSSIN (Ecole de NIcoLAs),2
ATELIER DE HUBERT ROBERT,ATELIER DE HUBERT ROBERT | ECOLE DE HUBERT ROBERT,2
SAXE,SAXE | Saxe,2
VINCENNES,VINCENNES | VINCENNES-SEVRES,2
ECOLE PORTUGAISE,ECOLE PORTUGAISE,2
GRECQUES ET ROMAINES,GRECQUES ET ROMAINES | GRECS ET ROMAINS,2
Ecole de Padoue,Ecole de Padoue,2
GRECE,GRECE | Griechenland,2
Nassauer,Nassauer,2
Haagh,Haag | Haagh,2
Capo di Monte,Capo di Monte,2
Nurnberger Meister des XVll. Jahrh.,NURNBERGER SCHULE XVII.JAHRH. | Nurnberger Meister des XVll. Jahrh.,2
Tyroler Meister aus dem Anfange des XVI. Jahrh.,Tiroler Meister aus dem Anfange des XvI. Jahrh. | Tyroler Meister aus dem Anfange des XVI. Jahrh.,2
ALT-KOLNISCHE SCHULE um 1500,ALT-KOLNISCHE SCHULE um 1500,2
Schule Luini,Schule Luini,2
Schule Van der Helst,Schule Van der Helst,2
ALTDEUTSCHE SCHULE XV.JAHRH,ALTDEUTSCHE SCHULE XV.JAHRH | Altdeutsche Schule des XV.und XVI. Jahrh.,2
KOLNISCHE SCHULE DES XV.JAHRHUNDERTS,KOLNISCHE SCHULE DES 15. JAHRHUNDERTS | KOLNISCHE SCHULE DES XV.JAHRHUNDERTS,2
OBERDEUTSCHE SCHULE DES XV.JAHRHUNDERTS,GENUESISCHE SCHULE DES XVIII. JAHRHUNDERTS | OBERDEUTSCHE SCHULE DES XV.JAHRHUNDERTS,2
Schwabische Schule um 1500,Schwabische Schule 16. Jahrhundert | Schwabische Schule um 1500,2
Schweizer Maler um 1500,Schwedischer Maler | Schweizer Maler um 1500,2
Spatraphaelische Schule,Altwestphalische Schule | Spatraphaelische Schule,2
Unbekannter franzosischer Meister,Unbekannter franzosischer Meister | Unbekannter franzosischer Stecher,2
Schule des Michel-Angelo,Schule des Michel Angelo | Schule des Michel-Angelo,2
Nirnberger Meister aus dem Anfange des XvIl. Jahrh.,Nirnberger Meister aus dem Anfange des XVIl. Jahrhunderts | Nirnberger Meister aus dem Anfange des XvIl. Jahrh.,2
Russische Malerei,Russische Malerei | Russischer Maler um 1800,2
Schule Murillo's,B.E.Murillo Schule | Schule Murillo's,2
Sachsische Schule,Sachsische Schule,2
Schule Raphaels,Schule Raphael | Schule Raphaels,2
Paris,Paris,2
Gothische Epoche,Gothische Epoche,2
Schule van Eyck,Schule des Jan van Eyck | Schule van Eyck,2
Karolingische,Karolingisch | Karolingische,2
TURKISCHE,TURKISCHE | Turkei,2
Moderner hollandischer Meister,Moderner belgischer Meister | Moderner hollandischer Meister,2
Schwedische,Schweden | Schwedische,2
Marieberg,Marieberg,2
Russland,Russland,2
Spanien,Spanien,2
Sachsen,Sachsen,2
Spatrussische Schule,Spatrussische Schule,2
Nuirnberger Schule,Nuirnberger Schule,2
Japanische Malerei,Japanische Malerei,2
Fr. Boucher (Schule),"Boucher, Fr.(Schule) | Fr. Boucher (Schule)",2
"Hals, Frans (Copie)","HALS (Frans), Sehule | Hals, Frans (Copie)",2
Raffaellos Schule,Raffaellos Schule,2
Schule des Tintoretto,Schule de Tiepolo | Schule des Tintoretto,2
Meister der weiblichen Halbfiguren,Meister der weiblichen Halbfiguren,2
KARLSBAD,KARLSBAD | Karlsbad,2
ANTWERPENER MEISTER DES XVI.JAHRHUNDERTS,ANTWERPENER MEISTER DES 16. JAHRHUNDERTS | ANTWERPENER MEISTER DES XVI.JAHRHUNDERTS,2
wien,WIENER MALER | wien,2
HIt-Deufiche Schule,HIt-Deufiche Schule | HIt-Deutiche Schule,2
Deutfcher Meifter,Deutfcher Meifter | Deutfcher Rinftler,2
Schule von Ferrara,Schule von Ferrara,2
Schule von Mailand,Schule Von FONTAINEBLEAU | Schule von Mailand,2
Haarlemer Meister,Haarlemer Meister,2
Jtalienilcher Meiifer,Jtalienifcher Meiffer | Jtalienilcher Meiifer,2
Neuerer franzosischer Meister,Neuerer franzosischer Meister | moderne franzosische Meister,2
Altoeutfcbe cbule,Alfoeutfcbe Scbule | Altoeutfcbe cbule,2
eutfcbe Scbule,eutfbe Scbule | eutfcbe Scbule,2
DÃ¼sseldorfer KÃ¼nstler,DUSSELDORFER KUNSTLER | DÃ¼sseldorfer KÃ¼nstler,2
Schule Guardis,Schule Guardis | Schule des Guardi,2
AIt-Russisch,AIt-Russisch | Alt=Russisch,2
Alte Oberdeutsche Schule,Aitdeutsche Oberdeutsche Schule | Alte Oberdeutsche Schule,2
SPANISCH-FLAMISCHE SCHULE,SPANISCH-FLAMISCHE SCHULE | SPANISCH-FLAMISCHER MEISTER,2
Schule des Tiziano,Schule des Tizian | Schule des Tiziano,2
Schule des Lucas van Leyden,Schule des Lucas van Leyden | Schule des Lukas Leyden,2
Schule des Veronese,Schule des Paolo Veronese | Schule des Veronese,2
Schule des Guido Reni,Schule Guido Reni | Schule des Guido Reni,2
RHEINISCH-WESTFALISCHER MEISTER,RHEINISCH-WESTFALISCHER MEISTER | RHEINISCH-WESTFALISCHER MEISTER XVI.JAHRH.,2
"E.MURILLO,SCHULE","E.MURILLO,SCHULE | MURILLO.SCHULE",2
KATALONISCHE SCHULE,KATALONISCHE SCHULE,2
ADRIAEN VAN OSTADE (Art),ADRIAEN VAN OSTADE (Art) | ISAAK VAN OSTADE (Art),2
FRANZOSISCHE SOHULE,FRANZOSISCHE SOHULE | FRANZOSISCHE U.A.SCHULEN,2
FRANCOIS BOUCHER SCHULE,FRANCOIS BOUCHER SCHULE,2
BOLOGNESISCHERMEISTER des 17. Jahrhunderts,BOLOGNESISCHERMEISTER des 17. Jahrhunderts | Haarlemer Meister des 17. Jahrhunderts,2
Donauschule,Donauschule,2
Ulmer Schule,ULMER SCHULE | Ulmer Schule,2
Schule Watteau,Schule Watteau,2
Suddeutsche Schule,Siddeutsche Schule | Suddeutsche Schule,2
OBERDEUTSCHE (DONAU-)SCHULE,OBERDEUTSCHE (DONAU-) SCHULE | OBERDEUTSCHE (DONAU-)SCHULE,2
REMBRANDT van RIJN,REMBRANDS VAN RYN | REMBRANDT van RIJN,2
Quentin Massijs Schule,Quentin Massijs Schule,2
Meister des Todes der Maria,Meister des Todes der Maria | Meister vom Tode der Maria,2
SCHULE DES CARLO DOLCI,SCHULE DES CARLO DOLCI | Schule des Carlo Dolci,2
Schule Ribera,Schule Ribera,2
ALTMUNCHENER MEISTER,ALT-WIENER MEISTER | ALTMUNCHENER MEISTER,2
Kolner Schule um 1470,"Kolner Schule um 1470 | Kolnische Schule, um 1500",2
Spanischer Meister um 1650,SPANISCHER MEISTER UM 1600 | Spanischer Meister um 1650,2
MUNCHNER oder WIENER MEISTER,MUNCHNER oder WIENER MEISTER,2
ANTHONIS VAN DYCK,ANTHONIS VAN DYCK | ANTHONIS VAN DYCK.SCHULE,2
J. Jordaens,J. JORDAENS | J. Jordaens,2
Nirnberger Meister,"Nirnberger Meister | Nirnberger Meister,Ende 15. Jahrh.",2
Baden,Baden,2
Bayern,Bayern,2
Mitteldeutschland,Mitteldeutsch | Mitteldeutschland,2
RAFFAEL-SCHULE,RAFFAEL-SCHULE,2
Francken,FRANKEN | Francken,2
Nach ALBRECHT DuRER,Nach ALBRECHT DuRER | Nah ALBRECHT DuRER,2
NACH REMBRANDT HARMENSZ VAN RHIN,NACH REMBRANDT HARMENSZ VAN RHIN,2
MEISTER DER SCHULE VON SIENA,MEISTER DER SCHULE VON BARBIZON | MEISTER DER SCHULE VON SIENA,2
SCHULE DES FRANS FLORIS,SCHULE DES FRANS FLORIS | SCHULE DES FRANS HALS,2
ITALIENISIERENDER NIEDERLANDER,ITALIENISIERENDER NIEDERLANDER | ITALIENISIERENDER NIEDERLÃNDER VOM ANFANG DES 17.JAHRH.,2
UNBEKANNTER MEISTER DER SPATBAROCKE,UNBEKANNTER MEISTER DER NAZARENER-ZEIT | UNBEKANNTER MEISTER DER SPATBAROCKE,2
ART DES FRANCOIS BOUCHER,ART DES FRANCOIS BOUCHER | Art des Francois Boucher,2
NACHFOLGER DES JAN FRANS VAN DOUVEN,NACHFOLGER DES JAN FRANS VAN DOUVEN | NACHFOLGER DES JOACHIM DE PATINIR,2
PETER PAUL RUBENS. SCHULE,PETER PAUL RUBENS | PETER PAUL RUBENS. SCHULE,2
VENEZIANISCHER MEISTER IN DER ART DES TIZIAN,VENEZIANISCHER MEISTER AUS DEM KREISE TIZIANS | VENEZIANISCHER MEISTER IN DER ART DES TIZIAN,2
SCHULE DES MICHELANGELO DA CARAVAGGIO,BOLOGNESISCHER MEISTER aus der SCHULE der CARAVAGGIO | SCHULE DES MICHELANGELO DA CARAVAGGIO,2
jollandifcher Meifter,Kolnifdher Meifter | jollandifcher Meifter,2
jollandifche Sdule,jollandifche Sdhule | jollandifche Sdule,2
Burgundisch,Burgundisch | Burgundischer Meister,2
Slavisch,Slavisch | Slawisch,2
WESTRHEINISCH,WESTRHEINISCH,2
HELLENISTISCH,HELLENISTISCH,2
SUDFRANZOSISCH,SUDFRANZOSISCH | SUDFRANZOSISCHER MEISTER,2
NORDFRANZOSISCH,NORDFRANKREICH | NORDFRANZOSISCH,2
Colner Meister,Colner Meister,2
Meister von St. Severin,Meister von St. Severin,2
Ulmer Meister,ULMER MEISTER UM 1600 | Ulmer Meister,2
Meister von MeBkirch,Meister von MeBkirch,2
VERONESISCHER MEISTER,VERONESISCHER MEISTER,2
MONOGRAMMIST L.D.,MONOGRAMMIST L.D.,2
Siddeutsche Schule des 18. Jahrhunderts,"Siddeutsch,18. Jahrhundert | Siddeutsche Schule des 18. Jahrhunderts",2
FLORENTINISCH 17.JAHRH.,FLORENTINISCH 17. JAHRH. | FLORENTINISCH 17.JAHRH.,2
NEAPOLITANISCHE SCHULE 17.JAHRH.,"NEAPOLITANISCH,2.HALFTE 18.JAHRH. | NEAPOLITANISCHE SCHULE 17.JAHRH.",2
SPANISCH (?) UM 1700,SPANISCH (?) UM 1700 | SPANISCH UM 1510,2
ENGLISCH 2.HALFTE DES 18.JAHRH.,ENGLISCH 1.HALFTE 19.JAHRH. | ENGLISCH 2.HALFTE DES 18.JAHRH.,2
WIENER MINIATURIST,WIENER MINIATURIST,2
Nordfranzosisch,Nordfranzosisch,2
Deutfche Schule des 16. Jahrhunderts,Deutfche Schule des 16. Jahrhunderts | Deutlche Schule des 17. Jahrhunderts,2
Antwerpener Bildnismaler um 1600,Antwerpener Bildnismaler um 1600 | Antwerpener Meister um 1600,2
Cronberger Schule des 19. Jahrhunderts,Cronberger Schule | Cronberger Schule des 19. Jahrhunderts,2
belgische Schule des 18. Jahrhunderts,"BELGISCHE SCHULE,Ende 18. Jahrhundert | belgische Schule des 18. Jahrhunderts",2
WESTFALISCHE SCHULE,WESTFALISCHE SCHULE,2
Leiblschule,Leibl-Schule | Leiblschule,2
DANISCHER PORTRATIST,DANISCHER PORTRATIST,2
DRESDENER SCHULE,DRESDENER SCHULE,2
POLNISCHER KUNSTLER,POLNISCHER KUNSTLER | POLNISCHER MALER,2
Bologneser Schule des 17. Jahrhunderts,Bologneser Schule des 17. Jahrhunderts,2
"MUNCHENER TIERMALER, 19. Jahrhundert","MUNCHENER TIERMALER, 19. Jahrhundert | MUNCHNER SCHULE des 19. Jahrhunderts",2
WURZBURGER SCHULE,WURZBURGER MALER | WURZBURGER SCHULE,2
C.v.POELENBURGH.KREIS,C.v.POELENBURGH.KREIS,2
HAMBURGER KUNSTLER,HAMBURGER KUNSTLER,2
M.WOLGEMUTH.KREIS,M.WOLGEMUTH KREIS | M.WOLGEMUTH.KREIS,2
Meiben,Meiben,2
Unbekannter franzosischer Maler um 1750,Unbekannter Maler um 1800 | Unbekannter franzosischer Maler um 1750,2
Um 1820-30,Um 1820-30 | Um 1830-60,2
Rottmann-Schule,Rottmann-Schule | Rottmannschule,2
Htalieniscb,Htalieniscb,2
SCHWABISCHum 1450,"SCHWABISCH,UM 1460 | SCHWABISCHum 1450",2
MAILANDISCHE SCHULE um 1500,MAILANDISCH UM 1500 | MAILANDISCHE SCHULE um 1500,2
Minchner Meister,Minchner Meister,2
BELGISCHE SCHULE um 1720,BELGISCHE SCHULE um 1720 | BELGISCHE SCHULE um 1850,2
TIZIAN-NACHAHMER,TIZIAN-NACHAHMER | Tizian-Schule,2
Lier-Schule,Lier-Schule,2
FranzÃ¶sischer Romantiker,FRANZOSISCHER ROMANTIKER | FranzÃ¶sischer Romantiker,2
ART DES WALDMULLER,ART DES LANCELOT BLONDEEL | ART DES WALDMULLER,2
KOPIST DES 17.JAHRH.,KOPIST DES 17.JAHRH. | KOPIST DES 19.JAHRH.,2
NIEDERLÃNDISCHER LANDSCHAFTSMALER,NIEDERLÃNDISCHER LANDSCHAFTSMALER | NIEDERLÃNDISCHER LANDSCHAFTSMALER DES 17.JAHRHUNDERTS,2
VLÃMISCHE SCHULE UM 1600,"VLAMISCH,UM 1600 | VLÃMISCHE SCHULE UM 1600",2
WIENER SCHULE UM 1740,WIENER SCHULE UM 1740 | WIENER SCHULE um 1830,2
Vlamischer Landschafter,VLAMISCHER LANDSCHAFTER | Vlamischer Landschafter,2
Deutscher Romantiker,DEUTSCHER ROMANTIKER | Deutscher Romantiker,2
"Holland,19.Jahrhhundert","Holland, Mitte 19. Jahrh. | Holland,19.Jahrhhundert",2
"Franzosisch, 18. Jahrh.","Franzosisch, 18. Jahrh. | Franzosisch, 19. Jahrhundert",2
"Vlamisch, 16. Jahrh.","VLAMISCH,16.JAHRH. | Vlamisch, 16. Jahrh.",2
"OBERITALIENISCH,ANFANG17.JAHRHUNDERT","OBERITALIENISCH,1.HALFTE 16.JAHRHUNDERT | OBERITALIENISCH,ANFANG17.JAHRHUNDERT",2
"SUDDEUTSCH,18.JAHRHUNDERT","SUDDEUTSCH,18.JAHRHUNDERT",2
"BRUSSELERMEISTER,UM 1490","BRUSSELER MEISTER UM 1500 | BRUSSELERMEISTER,UM 1490",2
SALZBURGISCHER MEISTER,SALZBURGER MEISTER | SALZBURGISCHER MEISTER,2
DEUTSCHER ODER NIEDERLANDISCHER MEISTER,DEUTSCHE UND NIEDERLANDISCHE SCHULEN | DEUTSCHER ODER NIEDERLANDISCHER MEISTER,2
SCHULE ANTON VAN DYCK,SCHULE ANTON VAN DYCK,2
"WOHL NIEDERRHEINISCH,MITTE 16.JAHRH.","WOHL NIEDERRHEINISCH, MITTE 16.JAHRH. | WOHL NIEDERRHEINISCH,MITTE 16.JAHRH.",2
LOUISXV,LOUISXIV | LOUISXV,2
BAYERISCHER MEISTER,BAYERISCHER MEISTER | FRAENKISCHER MEISTER,2
SCHULE VON FONTAINEBLEAU,SCHULE VON FONTAINEBLEAU,2
ITALIENISCH ODER FRANZOSISCH,ITALIENISCH ODER FRANZOSISCH,2
TOSKANISCHER MEISTER,TOSKANISCHER MEISTER,2
ORIENT,ORIENT | ORVIETO,2
NACHFOLGER DES DIRK BOUTS,NACHFOLGER DES DIRK BOUTS,2
ART DES LUCAS VAN LEYDEN,ART DES LUCAS VAN LEYDEN,2
GENUESISCH,GENUESISCH,2
RÃMISCH,RÃMISCH,2
Art des Correggio,Art des Correggio | Art des Largiliere,2
DER MEISTER VON 1518,DER MEISTER VON 1518,2
Art des Paul Bril,Art des Paul Bril,1
Art des M. J. Mierevelt,Art des M. J. Mierevelt,1
Art des Paul Potter,Art des Paul Potter,1
Art des Jan Steen,Art des Jan Steen,1
ARTISTES ALLEMANDS,ARTISTES ALLEMANDS,1
GRECQUES,GRECQUES,1
Ferraresischer Meister,Ferraresischer Meister,1
Paduaner Nachfolger Donatellos,Paduaner Nachfolger Donatellos,1
Nachfolger des Moderno,Nachfolger des Moderno,1
Meister in der Art des Moderno,Meister in der Art des Moderno,1
Spanische Plakettenwerkstatte,Spanische Plakettenwerkstatte,1
Augsburger Plakettenwerkstatte,Augsburger Plakettenwerkstatte,1
SCUOLA DI ANTONIAZZO ROMANO,SCUOLA DI ANTONIAZZO ROMANO,1
SCUOLA DI FILIPPINO LIPPI,SCUOLA DI FILIPPINO LIPPI,1
SCUOLA UMBRAPRIMITIVA,SCUOLA UMBRAPRIMITIVA,1
SCUOLASENESE-FIORENTINA,SCUOLASENESE-FIORENTINA,1
SCUOLADIANGELO GADDI,SCUOLADIANGELO GADDI,1
SCUOLABOLOGNESE,SCUOLABOLOGNESE,1
COPIA ANTICA DIRAFFAELLO,COPIA ANTICA DIRAFFAELLO,1
COPIA DAL GUIDO RENI,COPIA DAL GUIDO RENI,1
Stuart,Stuart,1
Eastern,Eastern,1
ORIZZONTE (Ecole d'),ORIZZONTE (Ecole d'),1
CIGNANI CHARLES (Ecole de),CIGNANI CHARLES (Ecole de),1
SALVATOR ROSA(Ecole de),SALVATOR ROSA(Ecole de),1
LUCATELLI(Ecole de),LUCATELLI(Ecole de),1
MARIO DAI FIORI (Ecole de),MARIO DAI FIORI (Ecole de),1
GIOTTO (Ecole de),GIOTTO (Ecole de),1
PINTURICCHIO BERNARDIN(Ecole de),PINTURICCHIO BERNARDIN(Ecole de),1
MINARDI(Ecole moderne de),MINARDI(Ecole moderne de),1
ECOLE DU PARMIGIANINO,ECOLE DU PARMIGIANINO,1
ANTOINE-RAPHAEL MENGS(Ecole de),ANTOINE-RAPHAEL MENGS(Ecole de),1
SUISSES,SUISSES,1
Repubblica,Repubblica,1
Impero,Impero,1
Medioevali e Moderne,Medioevali e Moderne,1
Ecole deRembrandt,Ecole deRembrandt,1
Ecole flamande-XV siecle,Ecole flamande-XV siecle,1
Ecolefamande duXVII siecle,Ecolefamande duXVII siecle,1
Eiole de Sienne du XVe siecle,Eiole de Sienne du XVe siecle,1
Ecole napolitaine duXVIIsiecle,Ecole napolitaine duXVIIsiecle,1
GOTHA,GOTHA,1
VEILSDORF,VEILSDORF,1
ECOLE DI LORENZO DI CREDI,ECOLE DI LORENZO DI CREDI,1
ECOLE UMBRO-ROMAINE,ECOLE UMBRO-ROMAINE,1
Scuola di Murano,Scuola di Murano,1
Scuola di Bernini,Scuola di Bernini,1
COLLECTION-ROYAARDS,COLLECTION-ROYAARDS,1
MAITREDESDEMI-FIGURESDEFEMMES,MAITREDESDEMI-FIGURESDEFEMMES,1
UN MAiTRE ADELFT,UN MAiTRE ADELFT,1
MAITRE DES BUSTES DE ST. JEAN,MAITRE DES BUSTES DE ST. JEAN,1
MAITRE D'AUGSBOURG,MAITRE D'AUGSBOURG,1
"MAITRE OMBRIEN,VERS 1480","MAITRE OMBRIEN,VERS 1480",1
MAITRE HOLLANDAIS DU XVE SIECLE ECOLE DE GERARD DAVID,MAITRE HOLLANDAIS DU XVE SIECLE ECOLE DE GERARD DAVID,1
MAITREDE L'ALLEMAGNE OCCIDENTALE DE LA FIN DU XVE SIECLE,MAITREDE L'ALLEMAGNE OCCIDENTALE DE LA FIN DU XVE SIECLE,1
MAiTRE HELLENIQUE,MAiTRE HELLENIQUE,1
ECOLE DE BALDASSARE DEGLIEMBRIACHI,ECOLE DE BALDASSARE DEGLIEMBRIACHI,1
ECOLE DE LUCAS CRANACH,ECOLE DE LUCAS CRANACH,1
MUSEE VAN STOLK,MUSEE VAN STOLK,1
MAiTRE DES PAYS-BAS DU NORD,MAiTRE DES PAYS-BAS DU NORD,1
Ecole des Anciens Pays-Bas,Ecole des Anciens Pays-Bas,1
Ecole toscane,Ecole toscane,1
Maitre florentin,Maitre florentin,1
Ecole des Manieristes,Ecole des Manieristes,1
Ecole de Cimabue,Ecole de Cimabue,1
Ecole de Quentyn Metsys,Ecole de Quentyn Metsys,1
Southern French or Northern Italian,Southern French or Northern Italian,1
English Gothic,English Gothic,1
Tyrolean,Tyrolean,1
Italian Renaissance,Italian Renaissance,1
Jewish-English,Jewish-English,1
Tcheque,Tcheque,1
Sixteenth Century,Sixteenth Century,1
Milanese,Milanese,1
ASSYRIAN ART,ASSYRIAN ART,1
GREEK AND ETRUSCAN,GREEK AND ETRUSCAN,1
PERSIAN AND SARACENIC,PERSIAN AND SARACENIC,1
PADUAN MASTER,PADUAN MASTER,1
EARLY FLORENTINE MASTER,EARLY FLORENTINE MASTER,1
ITALIAN OR FLEMISH MASTER,ITALIAN OR FLEMISH MASTER,1
CHAMPLEVE AND BYZANTINE,CHAMPLEVE AND BYZANTINE,1
MOHAMMEDAN,MOHAMMEDAN,1
COLLECTION-SPIRIDON DE ROME,COLLECTION-SPIRIDON DE ROME,1
MAITRE GOTHIQUE EMILIEN,MAITRE GOTHIQUE EMILIEN,1
Boia-Brescia,Boia-Brescia,1
Delfinat,Delfinat,1
Arcevia,Arcevia,1
Siculo-Arabe,Siculo-Arabe,1
Ecole de Rossellino,Ecole de Rossellino,1
Cafaggiolo,Cafaggiolo,1
Ecole de Raphael,Ecole de Raphael,1
Pistoia,Pistoia,1
Lille,Lille,1
Satzouma,Satzouma,1
la Fratta,la Fratta,1
Farina-Faenza,Farina-Faenza,1
Savona,Savona,1
Satsuma,Satsuma,1
Scuola Viennese,Scuola Viennese,1
PADUAN SCHOOL,PADUAN SCHOOL,1
RUSSIAN (NOVGOROD) SCHOOL,RUSSIAN (NOVGOROD) SCHOOL,1
VENETO-BYZANTINE SCHOOL,VENETO-BYZANTINE SCHOOL,1
GOTHIC SCHOOL,GOTHIC SCHOOL,1
COSMATESQUE SCHOOL,COSMATESQUE SCHOOL,1
Ecole Bysantine,Ecole Bysantine,1
Ecole de Genes,Ecole de Genes,1
Ancienne Ecole Allemande,Ancienne Ecole Allemande,1
FLEMISH SCHOOL OF THE XV CENTURY,FLEMISH SCHOOL OF THE XV CENTURY,1
FLEMISH MASTER OF THE DEATH OF THE VIRGIN,FLEMISH MASTER OF THE DEATH OF THE VIRGIN,1
SCHOOL OF THE LOWER RHINE,SCHOOL OF THE LOWER RHINE,1
SCHOOL OF ANTWERP. FOLLOWER OF QUENTIN METSYS,SCHOOL OF ANTWERP. FOLLOWER OF QUENTIN METSYS,1
STYLE OF DIRCK BOUTS,STYLE OF DIRCK BOUTS,1
"ITALO-BYZANTINE,XII-XIII CENTURY","ITALO-BYZANTINE,XII-XIII CENTURY",1
UMBRIAN SCHOOL FOLLOWER OF PINTURICCHIO FIRST HALF XVI CENTURY,UMBRIAN SCHOOL FOLLOWER OF PINTURICCHIO FIRST HALF XVI CENTURY,1
WORKSHOP OF FRA ANGELICO,WORKSHOP OF FRA ANGELICO,1
WORKSHOP OF THE VIVARINI,WORKSHOP OF THE VIVARINI,1
SCHOOL of MARGARITONE,SCHOOL of MARGARITONE,1
RHENISH SCHOOL,RHENISH SCHOOL,1
FRANCO-FLEMISH SCHOOL,FRANCO-FLEMISH SCHOOL,1
SCHOOL OF SUSTERMANN,SCHOOL OF SUSTERMANN,1
SCHOOLOF DIRK BOUTS,SCHOOLOF DIRK BOUTS,1
SCHOOL OF DEL MAZO,SCHOOL OF DEL MAZO,1
SCHOOL OF PISA,SCHOOL OF PISA,1
NORTH ITALIAN SCHOOL XV CENTURY,NORTH ITALIAN SCHOOL XV CENTURY,1
UMBRIAN SCHOOL,UMBRIAN SCHOOL,1
FERRARESE SCHOOL XV CENTURY,FERRARESE SCHOOL XV CENTURY,1
MAITRE ANGLAIS du XVIIIe siecle,MAITRE ANGLAIS du XVIIIe siecle,1
MAiTRE ALLEMAND VERS I5oO,MAiTRE ALLEMAND VERS I5oO,1
"MAITRE ANONYME,XVIIE SIECLE","MAITRE ANONYME,XVIIE SIECLE",1
"FLORENCE,VERSI500","FLORENCE,VERSI500",1
"TOSCANE,FIN DU XVE SIECLE","TOSCANE,FIN DU XVE SIECLE",1
"PADOUE,XVIE SIECLE","PADOUE,XVIE SIECLE",1
"ITALIE DU NORD, SECONDE MOITIE DU XVIE SIECLE","ITALIE DU NORD, SECONDE MOITIE DU XVIE SIECLE",1
"MILAN,FIN DU XVIE SIECLE","MILAN,FIN DU XVIE SIECLE",1
"ITALIE,VERS 1600","ITALIE,VERS 1600",1
"FRANCE,XVIE SIECLE","FRANCE,XVIE SIECLE",1
Arundel,Arundel,1
"FRENCH, GERMAN AND SPANISH SCHOOLS","FRENCH, GERMAN AND SPANISH SCHOOLS",1
"DUTCH,FLEMISH AND GERMAN SCHOOLS","DUTCH,FLEMISH AND GERMAN SCHOOLS",1
CHIPPENDALE PERIOD,CHIPPENDALE PERIOD,1
CANALETTO SCHOOL,CANALETTO SCHOOL,1
SCHOOLOFWESTPHALIA,SCHOOLOFWESTPHALIA,1
SCHOOL OF DURER,SCHOOL OF DURER,1
SCHOOL OF SIMON MARMION,SCHOOL OF SIMON MARMION,1
DRESDEN,DRESDEN,1
GENOA,GENOA,1
SCHOOL OF ZURBARAN,SCHOOL OF ZURBARAN,1
Nottingham School,Nottingham School,1
ECOLE DE PALIZZI,ECOLE DE PALIZZI,1
SGUOLA PADOVANA,SGUOLA PADOVANA,1
SCUOLA DI PALMA IL VEGCHIO,SCUOLA DI PALMA IL VEGCHIO,1
Scuole moderne,Scuole moderne,1
ECOLED'IMOLA,ECOLED'IMOLA,1
ECOLE DES BELLINI,ECOLE DES BELLINI,1
ECOLE FLORENTINE ET TOSCANE,ECOLE FLORENTINE ET TOSCANE,1
CORREGGIO,CORREGGIO,1
LEONARDO,LEONARDO,1
ECOLE GENOISE ET PIEMONTAISE,ECOLE GENOISE ET PIEMONTAISE,1
MACCHIAIOLI TOSCANI,MACCHIAIOLI TOSCANI,1
MAESTRO UMBRO,MAESTRO UMBRO,1
MAESTRO DELL'ITALIA CENTRALE,MAESTRO DELL'ITALIA CENTRALE,1
MANIERISTA TOSCANO,MANIERISTA TOSCANO,1
PITTORE TOSCO-EMILIANO,PITTORE TOSCO-EMILIANO,1
IGNOTO MANIERISTA,IGNOTO MANIERISTA,1
PITTORE VENETO-FIAMMINGO,PITTORE VENETO-FIAMMINGO,1
ARTISTA FIAMMINGO,ARTISTA FIAMMINGO,1
SCUOLA OLANDESE DEL SEC.XVII,SCUOLA OLANDESE DEL SEC.XVII,1
HOLLANDAISE ET ALLEMANDE,HOLLANDAISE ET ALLEMANDE,1
ESPAGNOLE ET ANGLAISE,ESPAGNOLE ET ANGLAISE,1
Antibes,Antibes,1
Villerville,Villerville,1
Rotterdam,Rotterdam,1
Caudebec en Caux,Caudebec en Caux,1
Dunkerque,Dunkerque,1
Villefranche,Villefranche,1
Etaples,Etaples,1
Saint-Valery,Saint-Valery,1
Trouville,Trouville,1
